ID,Caption
ROCOv2_2023_train_057615,Barium contrast enema: configuration of the unsuccessfully reduced intussusception in the right upper quadrant.
ROCOv2_2023_train_002046,CTA showing the pulmonary emboli in the right upper lobe apical segmental and subsegmental branch of the right pulmonary artery (arrows)
ROCOv2_2023_train_019901,NHL. Axial contrast-enhanced CT image demonstrates multiple low-attenuation nodules in the spleen.
ROCOv2_2023_train_040759,Slow progression of the contrast medium in the distal tract of the left anterior descending coronary artery (arrow).
ROCOv2_2023_train_002806,"MR image of the pelvis before treatment shows direct invasion of the cervical tumor into the right parametrium, bilateral hydronephrosis, and multiple uterine myomas. The solid arrows indicate the parametrium invasion, the uterine myomas, the tumor, and the uterine cavity. The dotted arrow indicates adenomyosis."
ROCOv2_2023_train_035831,Rx standars lombosacré face: fracture tassement de L5
ROCOv2_2023_train_037779,Left ventricle (LV) angiography showing right pulmonary artery (RPA) arising from aorta (AO). Arrows pointing to pruning of distal vasculature on right lung.
ROCOv2_2023_train_002704,Cardiac catheterization which demonstrated blockage of the left anterior descending artery.
ROCOv2_2023_train_050023,Lung consolidation. Community acquired pneumonia in an adult.
ROCOv2_2023_train_028803,X-ray of the right hand: osteolysis of the first metacarpal and trapezoid bone (arrows).
ROCOv2_2023_train_008788,Technique of length-measurement of the spinal fusion on lateral radiographs of the spine. The length of each screw and rod were added to obtain the total length of spinal fusion.
ROCOv2_2023_train_035456,Ultrasound mass showed signs of early cholecystitis.
ROCOv2_2023_train_022175,Large duodenal tumor with brisk contrast enhancement.
ROCOv2_2023_train_012937,"Peripheral ground-glass pattern affecting both lower lobes, suggestive of viral pneumonia."
ROCOv2_2023_train_004265,CT scan of the cervical spine revealing complete anterior sublaxation (C5 over C6 cervical vertebrae).
ROCOv2_2023_train_041957,Coronal image of the chest demonstrates a small bore chest tube partially surrounded by air in the left pleural space (arrow). No remaining fluid is seen. Adjacent lung consolidation has decreased.
ROCOv2_2023_train_051994,"Midesophageal 4 chamber view immediately after the cardiopulmonary resuscitation showing disseminated air bubbles in the left-side heart, including the aorta, left ventricle and atrium. Ao: aorta, LA: left ventricle; and LV: left ventricle."
ROCOv2_2023_train_049536,"Measurement of percentage of bone graft for the acetabulum, calculated as the ratio of B to A."
ROCOv2_2023_train_018694,"MRI T2W coronal view showing a large lytic lesion involving the right iliac bone with a large soft tissue component, with heterogeneous signal intensity with lobulated margins and hypointense capsule."
ROCOv2_2023_train_046576,CT of the thorax demonstrating bilateral emphysematous bullous changes with pneumothorax
ROCOv2_2023_train_048339,Pre-operative abdominal scan showing the sigmoid process.
ROCOv2_2023_train_059596,Para-nasal sinus view.
ROCOv2_2023_train_058262,Axial view of CT scan showing orbital sub-tissue swelling and sub-periosteal abscess on the upper lateral orbital wall (black arrow).
ROCOv2_2023_train_024733,end-diastolic 4 chamber view of the left ventricle.
ROCOv2_2023_train_028178,JAR associated with a lower third molar on reconstructed panoramic of CBCT images
ROCOv2_2023_train_033585,Post-operative panoramic radiograph.
ROCOv2_2023_train_026461,Post open reduction and internal fixation.
ROCOv2_2023_train_027696,CT scan of the head demonstrates a large infarct in the area of the right middle cerebral artery. There is a suggestion of hemorrhage within the infarcted area (arrow).
ROCOv2_2023_train_041998,"Biopsy proven UIP. MDT diagnosis: rheumatoid arthritis related UIP. Total disease extent at this level: 90 %. Ground glass opacification: 60 %, extent of reticulation 25 %, extent of honeycombing 15 %. Traction bronchiectasis scores in both patterns: 3. Consensed FF score: 3.5"
ROCOv2_2023_train_027189,AP Pelvis X-ray showing displaced fractures of both acetabuli with intrapelvic protrusion of both femoral heads.
ROCOv2_2023_train_003945,MRI coronal non-fat sat T1.No significant fatty atrophy of posterior thigh muscles.
ROCOv2_2023_train_030407,Lung chronic inflammation. Patient #8. Lung chronic inflammation in the right upper lobe. (a) CT recognized the lung nodule as malignant (FP CT) and (b) PET/CT did not reveal increased FDG in relation to the size of the nodule (TP PET/CT).
ROCOv2_2023_train_014605,AP-radiograph of a 16-year-old patient in the follow up after screw fixation of a scaphoid fracture showing bandlike subchondral osteoporosis in all carpal bones.
ROCOv2_2023_train_001896,CT scan preoperative
ROCOv2_2023_train_020668,"This shows the transverse probe placement. LD, latissimus dorsi; TM, teres major; Tm, teres minor; SSC, subscapularis; SA, serratous anterior; SC, lateral border of scapula; TV, thoracodorsal vessels."
ROCOv2_2023_train_050707,"Pelvic X-ray upon arrival, in anteroposterior incidence. Description: Male subject on gurney. Right hip with minimal narrowing of the joint space. Left hip showing a left comminuted femur fracture in the upper ⅓ segment, with displaced bone fragments and minimum angulation."
ROCOv2_2023_train_015919,Initial post traumatic anteroposterior X-ray of the femur. Hip dysplasia with severe arthritis is recognized. An oblique mid shaft fracture is revealed
ROCOv2_2023_train_040824,"Joint between sixth and seventh cervicals vertebrae of Sauroposeidon.X-ray scout image of the C6/C7 intervertebral joint in Sauroposeidon OMNH 53062, in right lateral view. The silhouette of the condyle is traced in blue and the cotyle in red. The scale on the right is marked off in centimeters, although the numbers next to each mark are in millimeters."
ROCOv2_2023_train_006891,Suprasternal echo window showed pseudoaneurysm of proximal descending aorta and aortic luminal narrowing in post- traumatic patient.
ROCOv2_2023_train_032634,Computed tomography scan on admission showing right acute subdural hematoma and midline shift.
ROCOv2_2023_train_054572,The barium oesophagogram showing a near to total stenosis caused by alimentary bolus.
ROCOv2_2023_train_046049,"Transthoracic echocardiography in the apical 4-chamber view with contrast study, showing opacification of the left cardiac chambers (arrow heads) after agitated saline injection via the left brachial vein."
ROCOv2_2023_train_044126,Plain x-ray of the right hand with arthritis mutilans.
ROCOv2_2023_train_056633,CT follow up examination. It shows the patient free of the disease.
ROCOv2_2023_train_014822,Ultrasound image of a 12-week fetus. The broken yellow line is the crown rump length (CRL) measurement.
ROCOv2_2023_train_008341,CT neck showing prevertebral collection
ROCOv2_2023_train_038726,The measurement of vertebral height ratio. The vertebral height (VH) is the distance between the midpoints of upper and lower endplates of the index vertebra on the lateral views. The VH ratio of the index vertebra was then calculated as the VH of the index vertebra (A) divided by the average of the VHs 1 level above (B1) and below the index vertebra (B2).
ROCOv2_2023_train_042678,Abdominal CT images of patient 1 at diagnosis.
ROCOv2_2023_train_043425,Abdominal computed tomography shows an enlarged liver and kidneys with multiple cysts in case 2.
ROCOv2_2023_train_033011,Patient 2. Preoperative sonographic control with massive enlarged lymphatics.
ROCOv2_2023_train_009262,"Image blurring/mis-triggering in cine a SSFP sequence: Respiratory motions, mis-triggering of the R-wave or irregular heartbeats induce a blurred aspect of the image (red arrows)."
ROCOv2_2023_train_046004,Parasternal long-axis transthoracic view showing pericardial effusion (star) and thickened posterior mitral valve leaflet (arrow).
ROCOv2_2023_train_002021,Abdominal computed tomography revealing a 15 mm metastatic lesion in the S2/3 segment of the liver (arrow)
ROCOv2_2023_train_024836,"21-year-old man with paraspinal extraskeletal Ewing sarcoma family of tumors.Sagittal T2-weighted, fat-saturated magnetic resonance imaging scan shows hyperintense, dumbbell-shaped, extradural tumor left of S1-3. Tumor was connected to extraspinal component through neural foramen (arrowheads)."
ROCOv2_2023_train_046011, Unenhanced cross section CT scan of the abdomen showing an ileocolonic fistula with aneurysmal dilation of the small bowel (green arrow).
ROCOv2_2023_train_045172,"Ultrasound image of the esophagus cranial to the esophageal stricture. Esophageal diameter is 9,5 mm. Left in the image is dorsal. C: carotid artery. E: esophagus. T: trachea (probe frequency 10 MHz, depth 2,5 cm)."
ROCOv2_2023_train_043174,Chest x-ray of the patient indicating COVID-19 pneumonia
ROCOv2_2023_train_005478,The length of styloid process was measured in the upper limits at the right side (25 mm) while it was elongated at the left side (34 mm).
ROCOv2_2023_train_028118,EUS demonstrated a mass in the CBD with adjacent lymphadenopathy and dilated CBD. LN = Lymph node.
ROCOv2_2023_train_000559, CT scan angiogram image showing the soft tissue lesion (the white arrow) with the feeding blood vessels from the central mesenteric blood vessels (the yellow arrow).
ROCOv2_2023_train_029895,CT chest showing extensive ground-glass opacities in both lung fields with progression of the traction bronchiectasis particularly in the right lung
ROCOv2_2023_train_009695,Abdominal CT scan showing solid mass in pancreatic isthmus (purple ring).
ROCOv2_2023_train_052211,The IVP showed the good renal function and improved drainage at 11.5 months after surgery. IVP = intravenous pyelography.
ROCOv2_2023_train_054956,"Contrast‐enhanced CT‐scan showing multiple hypervascularized hepatic nodules, consistent with the diagnosis of LA."
ROCOv2_2023_train_023180,Right renal mass and adrenal/nodal metastasis.
ROCOv2_2023_train_014518,Fluoroscopic image revealing successful placement of biliary and duodenal metal stents in a patient with type I bilioduodenal stenosis.
ROCOv2_2023_train_001548,Spinal angiography showing diffuse blush at the site of lesion.
ROCOv2_2023_train_026235,"Thoracic CT ScanThis transverse chest computerized tomography (CT) scan shows rightward mediastinal shift, coronary calcifications and stents, the elevation of the left hemidiaphragm, herniation of gastric contents into the thoracic cavity (arrow denotes the abnormal presence of abdominal contents, indicated by air-fluid levels, in the left thoracic cavity) with compressive atelectasis of the left lower lung, and lack of mediastinal adenopathy."
ROCOv2_2023_train_027724,"A 37-year-old woman with pulmonary TB with positive sputum MTB/RIF.Sputum acid-fast bacilli was negative, but sputum Xpert MTB/RIF was positive. Chest CT shows consolidation with multiple centrilobular nodules in the right upper lobe. Rapid TB medication was initiated and sputum culture also showed positive later."
ROCOv2_2023_train_033160,CXR showing severe cardiomegaly with diffuse interstitial and airspace opacities with effusions suggesting congestive heart failure. The patient's left ventricular assist device can be appreciated.
ROCOv2_2023_train_054580,"Patient MRI performed on March 17, 2021"
ROCOv2_2023_train_031324,False lumen disappeared under DSA right after graft-stent was inserted into place.
ROCOv2_2023_train_021765,"Standing neutral lateral lumbar radiograph obtained 17 months following the patient's L3–S1 laminectomy. The patient is now dealing with a Grade 1 anterolisthesis of L4 on L5, with a mild degree of retrolisthesis at each of the cranial levels depicted."
ROCOv2_2023_train_046443,MRI right knee (Sagittal T2 Fat Suppression sequence): Large Knee Effusion with no abnormal bone marrow signal or fluid collection to suggest abscess.
ROCOv2_2023_train_053295,Computed tomography of the head showing A: total opacification of the ethmoid sinus; B: swollen mucosa of the maxillary sinus; C: pre-orbital swelling.
ROCOv2_2023_train_038511,Magnetic resonance imaging (MRI) of the patient's arm. T2-weighted sagittal MRI demonstrating diffuse homogenous signal intensity in the triceps and brachialis muscles.
ROCOv2_2023_train_029511,"echocardiography apical 4 chamber view showing large pericardial effusion and collapse of the right atrium (RA), RV: right ventricle, LV: left ventricle and PF: pericardial fluid"
ROCOv2_2023_train_059091,Transthoracic echo-parasternal short-axis view showing presence of continuous flow entering the pulmonary trunk.
ROCOv2_2023_train_023150,Follow-up radiologic ultrasound showing presence of mild intrahepatic biliary ductal dilatation as well as a large cystic mass with internal echoes and debris confirmed as a choledochal cyst. The gallbladder with multiple gallbladder stones or polyps is also pictured above.
ROCOv2_2023_train_049952,Transthoracic echocardiography (short-axis view) showing massive pericardial effusion (arrowheads).
ROCOv2_2023_train_021857,X-ray depicting the endocardial pacemaker inserted through the right subclavian vein.
ROCOv2_2023_train_023037,"Computed tomography imaging of the coronal reconstruction indicating the right renal mass (long arrow), the right adrenal metastatic mass (arrowhead) and the left adrenal metastatic mass (short arrow)."
ROCOv2_2023_train_003972,"Renal Ultrasound, Lasix Renogram and Retrograde Pyelogram Patient is a 14-month-old infant born with prenatally detected hydronephrosis. Postnatal evaluation demonstrated mild left hydronephrosis. Serial US demonstrated progressive left hydronephrosis (b). Lasix Renogram demonstrated a significant increase in the T1/2 drainage of the left renal pelvis (102 min) (c). A left retrograde pyelogram demonstrates obstruction of the left UPJ (d). (a) US demonstrating normal right kidney"
ROCOv2_2023_train_051357,Computed tomographic scan shows a smooth mass of partial calcification at the mental region.
ROCOv2_2023_train_009224,"Follow-up abdomen computed tomography (CT) without evidence of mechanical obstruction, inflammatory or ischemic lesions."
ROCOv2_2023_train_013024,Sagittal plane CT neck demonstrating a small tracheal defect with subcutaneous air trapping to the level of the dermis.
ROCOv2_2023_train_052651,Anterior-posterior view radiograph of the right knee demonstrating high-riding patella (red arrow)
ROCOv2_2023_train_047011,Fluoroscopic image confirming the superficial position of distal end of guidewire in femoral vein just before surgical retrieval
ROCOv2_2023_train_024317,Figure 3: CT scan showing narrowing of descending colon.
ROCOv2_2023_train_020404,"Axial CT image showing a retrosternal, anterior mediastinal fluid filled mass compressing the right ventricle and atrium. The mass has a well defined margin, non contrast enhancing and pushes RV to the left"
ROCOv2_2023_train_040176,Angiogram showing embolization of the AVM (short arrow) and coiling of the aneurysm (long arrow).
ROCOv2_2023_train_042340,Pre-particle embolization images of the left internal mammary artery demonstrate proximal occlusion of the vessel and its mammary branches.
ROCOv2_2023_train_004299,"Chest radiograph from patient, showing 13 sets of ribs and “S” shaped scoliosis with 11-degree thoracic dextroconvex and 8-degree lumbar levoconvex scoliosis. "
ROCOv2_2023_train_057193,Measure of the lenght of Hill-Sachs lesion on CT sagittal view 55x46mm (150 x 150 DPI).
ROCOv2_2023_train_036846,"An anteroposterior plain radiograph, obtained 4 years after the rerevision surgery, showing acetabular reconstruction performed with a Kerboull-type acetabular reinforcement device and bulk structural allograft."
ROCOv2_2023_train_010258,Jugulodigastric lymph nodes with fluorescence.
ROCOv2_2023_train_035441,"Left hand radiograph showing characteristic abnormal fifth distal phalanx (arrow) in 46,XX del(4)(q32). The defect was bilateral."
ROCOv2_2023_train_001064,Basilar artery deviation from line connecting basilar artery origin and its bifurcation
ROCOv2_2023_train_053639,Abdomen CT scan showed fluid collection around the access-port (arrow)
ROCOv2_2023_train_006681,MRI axial view of the port site hernia.
ROCOv2_2023_train_039014,DSA angiography with oesophageal balloon deflated showing massive oesophageal haemorrhage from the ARSA.
ROCOv2_2023_train_052704,Endocardial vegetation stack on the right coronary cusp.
ROCOv2_2023_train_028541,Computed tomography abdomen of the mass in axial plane demonstrating enhancing soft-tissue mass with irregular margins (arrow).
ROCOv2_2023_train_039539,Needle at internal branch of the superior laryngeal nerve
ROCOv2_2023_train_059941,CT Scan of the thorax showing no abnormality in the lung parenchyma and no mediastinal lymphadenopathy.
ROCOv2_2023_train_001379,Renal ultrasonography that detects a solid central mass in the left kidney (‘Fundeni’ Archives)
ROCOv2_2023_train_039705,"CT that was used to diagnose lymphoma. Visible is a periaortic infiltrating mass (arrow) and mildly reactive lymph nodes. Note that lymph nodes are non-confluent, the aorta is not displaced anteriorly, the bones are intact, and there is no psoas muscle dislocation."
ROCOv2_2023_train_039772,"Abdominopelvic computed tomography scan after 2 cycles of chemotherapy showing an interval-improved ulceroinfiltrative gastric lesion and marked regression of multiple enlarged conglomerated metastatic lymph nodes in the perigastric, gastrophepatic, splenic hilum, retropancreatic, porta hepatis, portocaval, and aortocaval portions."
ROCOv2_2023_train_019979,Post-Gadolinium T1W TSE axial image. The intravenous injection of Gadolinium is helpful in the assessment of a vascular invasion and may also help distinguish between posttreatment fibrosis and recurrence of the neoplasm.
ROCOv2_2023_train_030253,Initial Panoramic view; severe periodontitis and severe bone resorption on the mandibular molar area.
ROCOv2_2023_train_021384,"Plain radiograph of the abdomen showing the metallic foreign body in the right lower quadrant, the presence of a 'double bubble sign', and a few dilated loops of small bowel in the left upper quadrant."
ROCOv2_2023_train_027190,Acceptable hip congruity achieved following traction and formation of a callus with adequate healing of both acetabuli.
ROCOv2_2023_train_053195,"Head CT, noncontrast: multiple nodular masses of varying sizes in both parotid glands."
ROCOv2_2023_train_013927,CT of the brain demonstrating a large supra- and intrasellar arachnoid cyst with mass effect on adjacent structures.
ROCOv2_2023_train_005733,T1 sequence with the receiver/stimulator in a position of 120° and 9 cm. The IAC and the labyrinth are good visible.
ROCOv2_2023_train_040796,Sagittal reformatted non-contrast CT scan of the pelvis showing a big vaginolith (vertical arrow) surrounding the foreign body (arrowheads). Vesical calculus (horizontal arrow) is also seen in the lumen of the urinary bladder.
ROCOv2_2023_train_041495,The anterior pelvic plane (APP) was the plane formed by both anterior superior iliac spines and the pubic symphysis. APPA was defined as the angle between the line connecting the midpoint of both anterior superior iliac spines to the pubic symphysis and the vertical line of the lateral radiograph of the pelvis in the standing position. Pelvic incidence (PI) is the angle formed by the line connecting the midpoint of the bilateral femoral head center point to the center point of the sacral endplate and the line perpendicular to the sacral endplate. Pelvic tilt (PT) is the angle between the line connecting the midpoint of the bilateral femoral head center point to the center point of the sacral endplate and the vertical line; the sacral slope (SS) is the angle between the superior plate of S1 and the horizontal line.
ROCOv2_2023_train_059051,Contrast-enhanced abdominal computed tomography showing heterogeneous enhancement of liver density.
ROCOv2_2023_train_024527,Cross section at L2 level to show the subdural hematoma compressing the spinal cord
ROCOv2_2023_train_046386,MRI Thoracolumbar spine showing CSF containing sac with neural tissue herniating through a defect in posterior elements of D11 to L1 vertebrae suggestive of thoracolumbar meningomyelocele with syrinx formation in proximal thoracic cord
ROCOv2_2023_train_059747,Tomographic scan four weeks after surgery.
ROCOv2_2023_train_056878,Tumefied appendice with local infiltra.
ROCOv2_2023_train_044954,CT of head showing diffuse SAH.
ROCOv2_2023_train_048644,Bisect offset.
ROCOv2_2023_train_060073,A 47-year-old woman with a pelvic mass. Sagittal T2W MRI image shows an enlarged heterogeneous uterus containing multiple nodules (arrows). Hysterectomy and histology showed that this was diffuse leiomyomatosis. There was no evidence of extra-uterine spread
ROCOv2_2023_train_006289,"Para-aortic lymph node mass. Axial CT scan showing a para-aortic lymph node mass that invaded the L1 vertebral body. CT, computed tomography."
ROCOv2_2023_train_032191,"CT abdomen and pelvis with contrast demonstrating a large filling defect inferior to the renal arteries which extends to the level of the proximal superficial femoral artery bilaterally (Green Arrow). Image courtesy of Kristian O. Loveridge, D.O."
ROCOv2_2023_train_005600,"Measurement method of pelvic obliquity, defined as the angle between a perpendicular line to the sacroiliac line and the line joining the centre of T1 and the middle of the sacroiliac line."
ROCOv2_2023_train_002316,Complete tear of the LCL with posterior subluxation of the radial head in sagittal view in MRI
ROCOv2_2023_train_030982,Measurement of the diaphragm height .Measurement was done during the diaphragm caudal position. The middle line is the line fitted to the diaphragm contour by least squares method.
ROCOv2_2023_train_014441,Abdominal CT shows a large tumor at pelvic cavity
ROCOv2_2023_train_025154,Follow-up chest X-ray revealed significant improvement in the aeration of the left lung.
ROCOv2_2023_train_044789,"Abdominopelvic ultrasound study showing a well-defined uterine mass measuring 10,5 cm × 10,6 cm."
ROCOv2_2023_train_009738,B-mode chest ultrasound demonstrates subcutaneous emphysema (arrows).
ROCOv2_2023_train_025296,Anteroposterior radiograph of the left femur six weeks postoperatively.
ROCOv2_2023_train_056274,"Coronal fat-sat FIESTA T2WI of a gravid uterus, with an inverted pear shape, the placenta on the left side of the uterus body showing a maternal surface (solid arrow) and a fetal surface (dashed arrow)."
ROCOv2_2023_train_007822,Sagittal section shows T2 prolongation starting in the brain stem at the level of the middle cerebellar peduncle and extending into the medulla and cervical spinal cord to the C7 level. There are illdefined margins and no enhancement after gadolinium contrast administration.
ROCOv2_2023_train_037451,Computed tomography scan of Case 1 obtained in 2011. Computed tomography scan obtained in 2011 indicating good expansion of the left lung and a fibrous lesion in the area on which surgery was performed.
ROCOv2_2023_train_001658,"Patient nº15. 26 years evolution mandibular FD. No significant clinical growth, stable and asymptomatic till date."
ROCOv2_2023_train_038414,"Abdominal unenhanced CT scan: high attenuation area, suggesting an intraluminal hemorrhage."
ROCOv2_2023_train_002979,Chest computed tomography showing a tumor located around bronchus of the left upper lobe
ROCOv2_2023_train_015924,Magnetic resonance imaging of the thoracic chord (0–72 weeks).Clinical improvement was observed despite the marked atrophy of the thoracic cord.
ROCOv2_2023_train_015769,Malignant mesothelioma of the pleura; diffuse irregular and nodular pleural thickening with involvement of mediastinal pleura and fissure (pulmonary view)
ROCOv2_2023_train_016185,"This apical four-chamber view demonstrates how the dilated right atrium (RA) and right ventricle (RV) are compressing the left atrium (LA) and left ventricle (LV), as all systemic and pulmonary venous blood returns to the right heart. The interatrial septum (IAS) characteristically bows towards the LA and blood will flow across the patent foramen ovale (PFO), from RA to LA, down its pressure gradient."
ROCOv2_2023_train_000879,"Transthoracic echocardiography image showing a mass in the intraventricular septum. RA right atrium, RV right ventricle, LV left ventricle, M mass"
ROCOv2_2023_train_053368,X-ray imaging of right shoulder at second presentation.
ROCOv2_2023_train_015563,"Preoperative head CT revealed pyriform aperture stenosis. The measurement was taken at the axial level of the inferior meatus, as recommended by radiological guidelines"
ROCOv2_2023_train_038768,MRI image established the tumor measuring 45 × 45 mm.
ROCOv2_2023_train_013127,Immediate postoperative X-rays. Both joints are reduced and pinned with Kirschner wires.
ROCOv2_2023_train_024518,MRI image of the brain in an axial view showing the “precontrast FLAIR image”. Note the abnormal lesions (circled) in the per ventricular area suggesting white matter pathology.
ROCOv2_2023_train_055174,CT scan without contrast enhancement showing a left anterior low-attenuation (−80 HU) pericardial mass with high attenuation strands surrounded by an irregular capsule (arrow) and a small pleural effusion (arrowhead).
ROCOv2_2023_train_023355,"A 70-year-old female patient, with an electrode placed in the scala vestibuli. CBCT paracoronal image shows an electrode array located in the scala vestibuli (upper segment) of the cochlear duct (black arrow). BT – basal turn. MT – middle turn. AT – apical turn"
ROCOv2_2023_train_058757,"Transverse grayscale high-frequency ultrasound imaging: Ultrasound revealed a 5.5 cm × 5.0 cm heterogeneous, complex cystic and solid intraabdominal mass, which appears as a head (arrow) and body (arrowhead) in shape"
ROCOv2_2023_train_048176,Computed tomography scan of the abdomen showing 33.2 mm mass in the pancreatic body. Multiple bilateral renal masses can also be appreciated.
ROCOv2_2023_train_012592,Preoperative contrast enhanced computed tomography scan.
ROCOv2_2023_train_029406,Magnetic resonance imaging coronal view of the cystic mass (retroperitoneal cystic lymphangioma).
ROCOv2_2023_train_045679,Postcontrast axial T1 weighted MR image demonstrates avid heterogeneous enhancement in the solid component (dashed white arrow) with rim enhancement of the cystic component.
ROCOv2_2023_train_001744,Plain film of abdomen shows diffuse linear intramural air (arrows) along cecum to proximal descending colon.
ROCOv2_2023_train_038168,Chest X-ray obtained at trauma center showing persistent hemothorax despite chest tube placement at outside hospital.
ROCOv2_2023_train_013955,CT image of patient with hepatosplenomegaly.
ROCOv2_2023_train_057140,CT chest showing giant single pulmonary hydatid cyst.
ROCOv2_2023_train_013505,Echocardiogram showing normal ventricular septum
ROCOv2_2023_train_015297,Anteroposterior radiograph of the cervical spine. Enlargement of the left C3-4 foramen was observed (arrows).
ROCOv2_2023_train_056635,Computed tomography (CT) findings. A CT scan indicated focal thickening and mass formation in the greater curvature of the gastric body (arrow) as well as multiple enlarged lymph nodes along the greater curvature of the stomach.
ROCOv2_2023_train_026309,Ultrasonography FindingsUltrasonography findings reflect a heterogeneous lobular complex partially cystic lesion measuring approximately 2.8 x 2.4 x 1.6 cm with a soft-tissue component demonstrating internal vascularity in the subcutaneous soft tissues at the umbilicus.
ROCOv2_2023_train_000958,CT-scan showing decreasing size of thrombus within portal vein aneurysm (white arrows) with diminished extension to SMV (black arrows) and SV (arrowheads).
ROCOv2_2023_train_055829,Chest Computed Tomography Scan. Sagittal oblique multiplanar reformat (MPR) from outside CT scan demonstrating discontinuity of diaphragm (white arrows) through which portions of the stomach (S) and transverse colon (C) have herniated.
ROCOv2_2023_train_036619,Maximum intensity projections (MIP) images (a–b) and volume rendering images (VR) (c) provide comprehensive evaluation of vascular anatomy. 
ROCOv2_2023_train_050177,Post-treatment PA chest radiograph of the case 1: no evidence of pleural effusion was seen.
ROCOv2_2023_train_006194,Transesophageal echocardiogram at 0 degree demonstrating the connection between the mid portion of coronary sinus and left atrium. Abbreviations: CS: Coronary Sinus; LA: Left Atrium; RV: Right Ventricle
ROCOv2_2023_train_044165,Photograph of the X-ray skull showing both sides equal.
ROCOv2_2023_train_051077,CT abdomen (axial plan): tumor mass in topography of head of the pancreas.
ROCOv2_2023_train_020456,"Chest X-ray AP portable shows bilateral progressive infiltrates, basal predominant, pneumomediastinum (red arrow), subcutaneous emphysema, and endotracheal tube in good position."
ROCOv2_2023_train_035889,Radiograph from our emergency department displaying a three–four‐part fracture. The humeral shaft is medialized. The dent in the glenoid is believed to be caused by trauma. There is a potential head split component because of two overlapping circular components.
ROCOv2_2023_train_050839,Fluoroscopy after contrast dye application via the “hole in the stomach” revealed a large intrathoracal herniation of the gastric fundus.
ROCOv2_2023_train_051082,Pre-operative chest CT scan demonstrated the mass measuring 18 × 15 mm with spiculation at the periphery of S9 of the right lower lobe.
ROCOv2_2023_train_003822,"Dental anomalies encountered in Coffin-Lowry syndrome.This panoramic radiograph shows oligodontia (more than six permanent missing teeth (white stars: 12, 22, 41, 31, 45, 35, 47, 37). The deformations observed on this panoramic radiograph are linked to movements during the X-Ray acquisition process and difficulties for handicapped patient to remain still during the procedure."
ROCOv2_2023_train_052064,A 37-year-old Afro-Caribbean woman with a history of menorrhagia. Transvaginal ultrasound image showed a bulky fibroid uterus with multiple intramural fibroids. The largest fibroid (pictured above) is at the fundus on the posterior wall measuring 4.5 × 4 cm.
ROCOv2_2023_train_025734,Axial CT showing perinephric fluid (long arrow) surrounding renal cortex (medium arrow) and parapelvic fluid (short arrow).
ROCOv2_2023_train_055619,Invertogram of the child showing high type of ARM.
ROCOv2_2023_train_057926,"Coronal computed tomography image of the affected hip joint. The yellow arrow indicates the protrusion of the femoral head through the acetabular shell; the green arrow demonstrates the focal osteolysis in Delee and Charnley zone 1, and the small red arrows indicate the radiolucent line around the acetabular component."
ROCOv2_2023_train_013444,Left pulmonary vein stenosis computed tomography pulmonary angiography scan.
ROCOv2_2023_train_052604,Coronal window CT-scan on day 1 showing pneumonitis with tree-in bud pattern and ground glass opacities
ROCOv2_2023_train_047815,Post-operative Duplex ultrasound control assessing the complete exclusion of the lesion.
ROCOv2_2023_train_007839,T1-weighted magnetic resonance imaging (MRI) section through the brain shows single brain metastasis from lung disease.
ROCOv2_2023_train_022024,"Another patient with nutcracker syndrome and pelvic congestion syndrome; angiographic acquisition shows left pelvic varicocele, characterized by appreciable dilatation of the left ovarian vein."
ROCOv2_2023_train_036432,Magnetic resonance imaging after removal of OALL showing spinal canal stenosis due to ossification of the posterior longitudinal ligament at C4-5.
ROCOv2_2023_train_037243,"A 42-year-old male with hepatitis B.Spectral analysis of the main portal vein demonstrates elevated peak systolic velocity. A peak velocity of 51.6 cm/sec is obtained when the Doppler angle is 52°, which utilizing proper technique is likely accurate."
ROCOv2_2023_train_049976,"Transthoracic echocardiography showing an appropriate veno-venous cannula positioning, and B a venous cannula inserted too far into the inferior vena cava. RA, right atrium; LA, left atrium; IVC, inferior vena cava; SVC, superior vena cava; TV, tricuspid valve; *outflow orifice toward the tricuspid valve."
ROCOv2_2023_train_008616,"Oblique view of CTA image, showing the V3 and V4 segments of the VA. V4L length of the V4 segment; V4D Diameter of the V4 segment; VBA the angle at the vertebrobasilar junction."
